province,date,n,province_name
2,45,NA,Guangdong
2,46,NA,Guangdong
2,47,NA,Guangdong
2,48,NA,Guangdong
2,49,NA,Guangdong
2,50,NA,Guangdong
2,51,NA,Guangdong
2,52,NA,Guangdong
2,53,NA,Guangdong
2,54,NA,Guangdong
2,55,NA,Guangdong
2,56,NA,Guangdong
2,57,NA,Guangdong
2,58,NA,Guangdong
2,59,NA,Guangdong
2,60,NA,Guangdong
2,61,NA,Guangdong
2,62,NA,Guangdong
2,63,NA,Guangdong
2,64,NA,Guangdong
2,65,NA,Guangdong
2,66,NA,Guangdong
2,67,NA,Guangdong
2,68,NA,Guangdong
2,69,NA,Guangdong
2,70,NA,Guangdong
2,71,NA,Guangdong
2,72,NA,Guangdong
2,73,NA,Guangdong
2,74,NA,Guangdong
2,75,NA,Guangdong
2,76,NA,Guangdong
2,77,NA,Guangdong
2,78,NA,Guangdong
2,79,NA,Guangdong
2,80,NA,Guangdong
2,81,NA,Guangdong
2,82,NA,Guangdong
2,83,6,Guangdong
2,84,21,Guangdong
2,85,25,Guangdong
2,86,33,Guangdong
2,87,40,Guangdong
2,88,56,Guangdong
2,89,70,Guangdong
2,90,77,Guangdong
2,91,82,Guangdong
2,92,99,Guangdong
2,93,97,Guangdong
2,94,93,Guangdong
2,95,88,Guangdong
2,96,82,Guangdong
2,97,75,Guangdong
2,98,64,Guangdong
2,99,61,Guangdong
2,100,36,Guangdong
2,101,28,Guangdong
2,102,18,Guangdong
2,103,42,Guangdong
2,104,22,Guangdong
2,105,20,Guangdong
2,106,33,Guangdong
2,107,22,Guangdong
2,108,6,Guangdong
2,109,6,Guangdong
2,110,3,Guangdong
2,111,1,Guangdong
2,112,1,Guangdong
2,113,6,Guangdong
2,114,3,Guangdong
2,115,3,Guangdong
2,116,2,Guangdong
2,117,0,Guangdong
2,118,0,Guangdong
2,119,1,Guangdong
2,120,1,Guangdong
2,121,0,Guangdong
2,122,1,Guangdong
2,123,0,Guangdong
3,0,NA,Henan
3,1,NA,Henan
3,2,NA,Henan
3,3,NA,Henan
3,4,NA,Henan
3,5,NA,Henan
3,6,NA,Henan
3,7,NA,Henan
3,8,NA,Henan
3,9,NA,Henan
3,10,NA,Henan
3,11,NA,Henan
3,12,NA,Henan
3,13,NA,Henan
3,14,NA,Henan
3,15,NA,Henan
3,16,NA,Henan
3,17,NA,Henan
3,18,NA,Henan
3,19,NA,Henan
3,20,NA,Henan
3,21,NA,Henan
3,22,NA,Henan
3,23,NA,Henan
3,24,NA,Henan
3,25,NA,Henan
3,26,NA,Henan
3,27,NA,Henan
3,28,NA,Henan
3,29,NA,Henan
3,30,NA,Henan
3,31,NA,Henan
3,32,NA,Henan
3,33,NA,Henan
3,34,NA,Henan
3,35,NA,Henan
3,36,NA,Henan
3,37,NA,Henan
3,38,NA,Henan
3,39,NA,Henan
3,40,NA,Henan
3,41,NA,Henan
3,42,NA,Henan
3,43,NA,Henan
3,44,NA,Henan
3,45,NA,Henan
3,46,NA,Henan
3,47,NA,Henan
3,48,NA,Henan
3,49,NA,Henan
3,50,NA,Henan
3,51,NA,Henan
3,52,NA,Henan
3,53,NA,Henan
3,54,NA,Henan
3,55,NA,Henan
3,56,NA,Henan
3,57,NA,Henan
3,58,NA,Henan
3,59,NA,Henan
3,60,NA,Henan
3,61,NA,Henan
3,62,NA,Henan
3,63,NA,Henan
3,64,NA,Henan
3,65,NA,Henan
3,66,NA,Henan
3,67,NA,Henan
3,68,NA,Henan
3,69,NA,Henan
3,70,NA,Henan
3,71,NA,Henan
3,72,NA,Henan
3,73,NA,Henan
3,74,NA,Henan
3,75,NA,Henan
3,76,NA,Henan
3,77,NA,Henan
3,78,NA,Henan
3,79,NA,Henan
3,80,NA,Henan
3,81,NA,Henan
3,82,NA,Henan
3,83,0,Henan
3,84,4,Henan
3,85,23,Henan
3,86,51,Henan
3,87,45,Henan
3,88,40,Henan
3,89,38,Henan
3,90,72,Henan
3,91,74,Henan
3,92,70,Henan
3,93,71,Henan
3,94,73,Henan
3,95,109,Henan
3,96,89,Henan
3,97,87,Henan
3,98,63,Henan
3,99,67,Henan
3,100,52,Henan
3,101,40,Henan
3,102,32,Henan
3,103,30,Henan
3,104,34,Henan
3,105,15,Henan
3,106,28,Henan
3,107,19,Henan
3,108,15,Henan
3,109,11,Henan
3,110,5,Henan
3,111,3,Henan
3,112,2,Henan
3,113,3,Henan
3,114,1,Henan
3,115,0,Henan
3,116,0,Henan
3,117,0,Henan
3,118,1,Henan
3,119,0,Henan
3,120,0,Henan
3,121,0,Henan
3,122,0,Henan
3,123,0,Henan
4,0,NA,Zhejiang
4,1,NA,Zhejiang
4,2,NA,Zhejiang
4,3,NA,Zhejiang
4,4,NA,Zhejiang
4,5,NA,Zhejiang
4,6,NA,Zhejiang
4,7,NA,Zhejiang
4,8,NA,Zhejiang
4,9,NA,Zhejiang
4,10,NA,Zhejiang
4,11,NA,Zhejiang
4,12,NA,Zhejiang
4,13,NA,Zhejiang
4,14,NA,Zhejiang
4,15,NA,Zhejiang
4,16,NA,Zhejiang
4,17,NA,Zhejiang
4,18,NA,Zhejiang
4,19,NA,Zhejiang
4,20,NA,Zhejiang
4,21,NA,Zhejiang
4,22,NA,Zhejiang
4,23,NA,Zhejiang
4,24,NA,Zhejiang
4,25,NA,Zhejiang
4,26,NA,Zhejiang
4,27,NA,Zhejiang
4,28,NA,Zhejiang
4,29,NA,Zhejiang
4,30,NA,Zhejiang
4,31,NA,Zhejiang
4,32,NA,Zhejiang
4,33,NA,Zhejiang
4,34,NA,Zhejiang
4,35,NA,Zhejiang
4,36,NA,Zhejiang
4,37,NA,Zhejiang
4,38,NA,Zhejiang
4,39,NA,Zhejiang
4,40,NA,Zhejiang
4,41,NA,Zhejiang
4,42,NA,Zhejiang
4,43,NA,Zhejiang
4,44,NA,Zhejiang
4,45,NA,Zhejiang
4,46,NA,Zhejiang
4,47,NA,Zhejiang
4,48,NA,Zhejiang
4,49,NA,Zhejiang
4,50,NA,Zhejiang
4,51,NA,Zhejiang
4,52,NA,Zhejiang
4,53,NA,Zhejiang
4,54,NA,Zhejiang
4,55,NA,Zhejiang
4,56,NA,Zhejiang
4,57,NA,Zhejiang
4,58,NA,Zhejiang
4,59,NA,Zhejiang
4,60,NA,Zhejiang
4,61,NA,Zhejiang
4,62,NA,Zhejiang
4,63,NA,Zhejiang
4,64,NA,Zhejiang
4,65,NA,Zhejiang
4,66,NA,Zhejiang
4,67,NA,Zhejiang
4,68,NA,Zhejiang
4,69,NA,Zhejiang
4,70,NA,Zhejiang
4,71,NA,Zhejiang
4,72,NA,Zhejiang
4,73,NA,Zhejiang
4,74,NA,Zhejiang
4,75,NA,Zhejiang
4,76,NA,Zhejiang
4,77,NA,Zhejiang
4,78,NA,Zhejiang
4,79,NA,Zhejiang
4,80,NA,Zhejiang
4,81,NA,Zhejiang
4,82,NA,Zhejiang
4,83,17,Zhejiang
4,84,16,Zhejiang
4,85,19,Zhejiang
4,86,42,Zhejiang
4,87,24,Zhejiang
4,88,45,Zhejiang
4,89,123,Zhejiang
4,90,132,Zhejiang
4,91,110,Zhejiang
4,92,61,Zhejiang
4,93,62,Zhejiang
4,94,63,Zhejiang
4,95,105,Zhejiang
4,96,66,Zhejiang
4,97,59,Zhejiang
4,98,52,Zhejiang
4,99,42,Zhejiang
4,100,27,Zhejiang
4,101,17,Zhejiang
4,102,25,Zhejiang
4,103,14,Zhejiang
4,104,14,Zhejiang
4,105,10,Zhejiang
4,106,7,Zhejiang
4,107,5,Zhejiang
4,108,4,Zhejiang
4,109,1,Zhejiang
4,110,2,Zhejiang
4,111,1,Zhejiang
4,112,28,Zhejiang
4,113,2,Zhejiang
4,114,0,Zhejiang
4,115,0,Zhejiang
4,116,0,Zhejiang
4,117,0,Zhejiang
4,118,0,Zhejiang
4,119,0,Zhejiang
4,120,0,Zhejiang
4,121,0,Zhejiang
4,122,1,Zhejiang
4,123,7,Zhejiang
5,0,NA,Hunan
5,1,NA,Hunan
5,2,NA,Hunan
5,3,NA,Hunan
5,4,NA,Hunan
5,5,NA,Hunan
5,6,NA,Hunan
5,7,NA,Hunan
5,8,NA,Hunan
5,9,NA,Hunan
5,10,NA,Hunan
5,11,NA,Hunan
5,12,NA,Hunan
5,13,NA,Hunan
5,14,NA,Hunan
5,15,NA,Hunan
5,16,NA,Hunan
5,17,NA,Hunan
5,18,NA,Hunan
5,19,NA,Hunan
5,20,NA,Hunan
5,21,NA,Hunan
5,22,NA,Hunan
5,23,NA,Hunan
5,24,NA,Hunan
5,25,NA,Hunan
5,26,NA,Hunan
5,27,NA,Hunan
5,28,NA,Hunan
5,29,NA,Hunan
5,30,NA,Hunan
5,31,NA,Hunan
5,32,NA,Hunan
5,33,NA,Hunan
5,34,NA,Hunan
5,35,NA,Hunan
5,36,NA,Hunan
5,37,NA,Hunan
5,38,NA,Hunan
5,39,NA,Hunan
5,40,NA,Hunan
5,41,NA,Hunan
5,42,NA,Hunan
5,43,NA,Hunan
5,44,NA,Hunan
5,45,NA,Hunan
5,46,NA,Hunan
5,47,NA,Hunan
5,48,NA,Hunan
5,49,NA,Hunan
5,50,NA,Hunan
5,51,NA,Hunan
5,52,NA,Hunan
5,53,NA,Hunan
5,54,NA,Hunan
5,55,NA,Hunan
5,56,NA,Hunan
5,57,NA,Hunan
5,58,NA,Hunan
5,59,NA,Hunan
5,60,NA,Hunan
5,61,NA,Hunan
5,62,NA,Hunan
5,63,NA,Hunan
5,64,NA,Hunan
5,65,NA,Hunan
5,66,NA,Hunan
5,67,NA,Hunan
5,68,NA,Hunan
5,69,NA,Hunan
5,70,NA,Hunan
5,71,NA,Hunan
5,72,NA,Hunan
5,73,NA,Hunan
5,74,NA,Hunan
5,75,NA,Hunan
5,76,NA,Hunan
5,77,NA,Hunan
5,78,NA,Hunan
5,79,NA,Hunan
5,80,NA,Hunan
5,81,NA,Hunan
5,82,NA,Hunan
5,83,5,Hunan
5,84,15,Hunan
5,85,19,Hunan
5,86,26,Hunan
5,87,31,Hunan
5,88,43,Hunan
5,89,78,Hunan
5,90,56,Hunan
5,91,55,Hunan
5,92,57,Hunan
5,93,74,Hunan
5,94,58,Hunan
5,95,72,Hunan
5,96,68,Hunan
5,97,50,Hunan
5,98,61,Hunan
5,99,31,Hunan
5,100,35,Hunan
5,101,41,Hunan
5,102,33,Hunan
5,103,34,Hunan
5,104,22,Hunan
5,105,20,Hunan
5,106,13,Hunan
5,107,3,Hunan
5,108,2,Hunan
5,109,1,Hunan
5,110,1,Hunan
5,111,2,Hunan
5,112,1,Hunan
5,113,2,Hunan
5,114,3,Hunan
5,115,0,Hunan
5,116,0,Hunan
5,117,0,Hunan
5,118,1,Hunan
5,119,0,Hunan
5,120,1,Hunan
5,121,0,Hunan
5,122,0,Hunan
5,123,0,Hunan
6,0,NA,Anhui
6,1,NA,Anhui
6,2,NA,Anhui
6,3,NA,Anhui
6,4,NA,Anhui
6,5,NA,Anhui
6,6,NA,Anhui
6,7,NA,Anhui
6,8,NA,Anhui
6,9,NA,Anhui
6,10,NA,Anhui
6,11,NA,Anhui
6,12,NA,Anhui
6,13,NA,Anhui
6,14,NA,Anhui
6,15,NA,Anhui
6,16,NA,Anhui
6,17,NA,Anhui
6,18,NA,Anhui
6,19,NA,Anhui
6,20,NA,Anhui
6,21,NA,Anhui
6,22,NA,Anhui
6,23,NA,Anhui
6,24,NA,Anhui
6,25,NA,Anhui
6,26,NA,Anhui
6,27,NA,Anhui
6,28,NA,Anhui
6,29,NA,Anhui
6,30,NA,Anhui
6,31,NA,Anhui
6,32,NA,Anhui
6,33,NA,Anhui
6,34,NA,Anhui
6,35,NA,Anhui
6,36,NA,Anhui
6,37,NA,Anhui
6,38,NA,Anhui
6,39,NA,Anhui
6,40,NA,Anhui
6,41,NA,Anhui
6,42,NA,Anhui
6,43,NA,Anhui
6,44,NA,Anhui
6,45,NA,Anhui
6,46,NA,Anhui
6,47,NA,Anhui
6,48,NA,Anhui
6,49,NA,Anhui
6,50,NA,Anhui
6,51,NA,Anhui
6,52,NA,Anhui
6,53,NA,Anhui
6,54,NA,Anhui
6,55,NA,Anhui
6,56,NA,Anhui
6,57,NA,Anhui
6,58,NA,Anhui
6,59,NA,Anhui
6,60,NA,Anhui
6,61,NA,Anhui
6,62,NA,Anhui
6,63,NA,Anhui
6,64,NA,Anhui
6,65,NA,Anhui
6,66,NA,Anhui
6,67,NA,Anhui
6,68,NA,Anhui
6,69,NA,Anhui
6,70,NA,Anhui
6,71,NA,Anhui
6,72,NA,Anhui
6,73,NA,Anhui
6,74,NA,Anhui
6,75,NA,Anhui
6,76,NA,Anhui
6,77,NA,Anhui
6,78,NA,Anhui
6,79,NA,Anhui
6,80,NA,Anhui
6,81,NA,Anhui
6,82,NA,Anhui
6,83,8,Anhui
6,84,6,Anhui
6,85,24,Anhui
6,86,21,Anhui
6,87,10,Anhui
6,88,36,Anhui
6,89,46,Anhui
6,90,48,Anhui
6,91,37,Anhui
6,92,60,Anhui
6,93,43,Anhui
6,94,68,Anhui
6,95,72,Anhui
6,96,50,Anhui
6,97,61,Anhui
6,98,74,Anhui
6,99,68,Anhui
6,100,46,Anhui
6,101,51,Anhui
6,102,30,Anhui
6,103,29,Anhui
6,104,21,Anhui
6,105,24,Anhui
6,106,16,Anhui
6,107,12,Anhui
6,108,11,Anhui
6,109,9,Anhui
6,110,4,Anhui
6,111,1,Anhui
6,112,1,Anhui
6,113,1,Anhui
6,114,0,Anhui
6,115,0,Anhui
6,116,0,Anhui
6,117,0,Anhui
6,118,0,Anhui
6,119,1,Anhui
6,120,0,Anhui
6,121,0,Anhui
6,122,0,Anhui
6,123,0,Anhui
7,0,NA,Jiangxi
7,1,NA,Jiangxi
7,2,NA,Jiangxi
7,3,NA,Jiangxi
7,4,NA,Jiangxi
7,5,NA,Jiangxi
7,6,NA,Jiangxi
7,7,NA,Jiangxi
7,8,NA,Jiangxi
7,9,NA,Jiangxi
7,10,NA,Jiangxi
7,11,NA,Jiangxi
7,12,NA,Jiangxi
7,13,NA,Jiangxi
7,14,NA,Jiangxi
7,15,NA,Jiangxi
7,16,NA,Jiangxi
7,17,NA,Jiangxi
7,18,NA,Jiangxi
7,19,NA,Jiangxi
7,20,NA,Jiangxi
7,21,NA,Jiangxi
7,22,NA,Jiangxi
7,23,NA,Jiangxi
7,24,NA,Jiangxi
7,25,NA,Jiangxi
7,26,NA,Jiangxi
7,27,NA,Jiangxi
7,28,NA,Jiangxi
7,29,NA,Jiangxi
7,30,NA,Jiangxi
7,31,NA,Jiangxi
7,32,NA,Jiangxi
7,33,NA,Jiangxi
7,34,NA,Jiangxi
7,35,NA,Jiangxi
7,36,NA,Jiangxi
7,37,NA,Jiangxi
7,38,NA,Jiangxi
7,39,NA,Jiangxi
7,40,NA,Jiangxi
7,41,NA,Jiangxi
7,42,NA,Jiangxi
7,43,NA,Jiangxi
7,44,NA,Jiangxi
7,45,NA,Jiangxi
7,46,NA,Jiangxi
7,47,NA,Jiangxi
7,48,NA,Jiangxi
7,49,NA,Jiangxi
7,50,NA,Jiangxi
7,51,NA,Jiangxi
7,52,NA,Jiangxi
7,53,NA,Jiangxi
7,54,NA,Jiangxi
7,55,NA,Jiangxi
7,56,NA,Jiangxi
7,57,NA,Jiangxi
7,58,NA,Jiangxi
7,59,NA,Jiangxi
7,60,NA,Jiangxi
7,61,NA,Jiangxi
7,62,NA,Jiangxi
7,63,NA,Jiangxi
7,64,NA,Jiangxi
7,65,NA,Jiangxi
7,66,NA,Jiangxi
7,67,NA,Jiangxi
7,68,NA,Jiangxi
7,69,NA,Jiangxi
7,70,NA,Jiangxi
7,71,NA,Jiangxi
7,72,NA,Jiangxi
7,73,NA,Jiangxi
7,74,NA,Jiangxi
7,75,NA,Jiangxi
7,76,NA,Jiangxi
7,77,NA,Jiangxi
7,78,NA,Jiangxi
7,79,NA,Jiangxi
7,80,NA,Jiangxi
7,81,NA,Jiangxi
7,82,NA,Jiangxi
7,83,5,Jiangxi
7,84,11,Jiangxi
7,85,0,Jiangxi
7,86,18,Jiangxi
7,87,36,Jiangxi
7,88,37,Jiangxi
7,89,0,Jiangxi
7,90,53,Jiangxi
7,91,78,Jiangxi
7,92,46,Jiangxi
7,93,47,Jiangxi
7,94,58,Jiangxi
7,95,85,Jiangxi
7,96,72,Jiangxi
7,97,52,Jiangxi
7,98,61,Jiangxi
7,99,37,Jiangxi
7,100,42,Jiangxi
7,101,31,Jiangxi
7,102,33,Jiangxi
7,103,40,Jiangxi
7,104,28,Jiangxi
7,105,28,Jiangxi
7,106,13,Jiangxi
7,107,12,Jiangxi
7,108,5,Jiangxi
7,109,3,Jiangxi
7,110,1,Jiangxi
7,111,0,Jiangxi
7,112,0,Jiangxi
7,113,0,Jiangxi
7,114,0,Jiangxi
7,115,0,Jiangxi
7,116,0,Jiangxi
7,117,0,Jiangxi
7,118,0,Jiangxi
7,119,1,Jiangxi
7,120,0,Jiangxi
7,121,0,Jiangxi
7,122,0,Jiangxi
7,123,0,Jiangxi
8,0,NA,Shandong
8,1,NA,Shandong
8,2,NA,Shandong
8,3,NA,Shandong
8,4,NA,Shandong
8,5,NA,Shandong
8,6,NA,Shandong
8,7,NA,Shandong
8,8,NA,Shandong
8,9,NA,Shandong
8,10,NA,Shandong
8,11,NA,Shandong
8,12,NA,Shandong
8,13,NA,Shandong
8,14,NA,Shandong
8,15,NA,Shandong
8,16,NA,Shandong
8,17,NA,Shandong
8,18,NA,Shandong
8,19,NA,Shandong
8,20,NA,Shandong
8,21,NA,Shandong
8,22,NA,Shandong
8,23,NA,Shandong
8,24,NA,Shandong
8,25,NA,Shandong
8,26,NA,Shandong
8,27,NA,Shandong
8,28,NA,Shandong
8,29,NA,Shandong
8,30,NA,Shandong
8,31,NA,Shandong
8,32,NA,Shandong
8,33,NA,Shandong
8,34,NA,Shandong
8,35,NA,Shandong
8,36,NA,Shandong
8,37,NA,Shandong
8,38,NA,Shandong
8,39,NA,Shandong
8,40,NA,Shandong
8,41,NA,Shandong
8,42,NA,Shandong
8,43,NA,Shandong
8,44,NA,Shandong
8,45,NA,Shandong
8,46,NA,Shandong
8,47,NA,Shandong
8,48,NA,Shandong
8,49,NA,Shandong
8,50,NA,Shandong
8,51,NA,Shandong
8,52,NA,Shandong
8,53,NA,Shandong
8,54,NA,Shandong
8,55,NA,Shandong
8,56,NA,Shandong
8,57,NA,Shandong
8,58,NA,Shandong
8,59,NA,Shandong
8,60,NA,Shandong
8,61,NA,Shandong
8,62,NA,Shandong
8,63,NA,Shandong
8,64,NA,Shandong
8,65,NA,Shandong
8,66,NA,Shandong
8,67,NA,Shandong
8,68,NA,Shandong
8,69,NA,Shandong
8,70,NA,Shandong
8,71,NA,Shandong
8,72,NA,Shandong
8,73,NA,Shandong
8,74,NA,Shandong
8,75,NA,Shandong
8,76,NA,Shandong
8,77,NA,Shandong
8,78,NA,Shandong
8,79,NA,Shandong
8,80,NA,Shandong
8,81,NA,Shandong
8,82,NA,Shandong
8,83,4,Shandong
8,84,9,Shandong
8,85,12,Shandong
8,86,19,Shandong
8,87,29,Shandong
8,88,20,Shandong
8,89,35,Shandong
8,90,28,Shandong
8,91,26,Shandong
8,92,22,Shandong
8,93,24,Shandong
8,94,29,Shandong
8,95,16,Shandong
8,96,32,Shandong
8,97,40,Shandong
8,98,39,Shandong
8,99,30,Shandong
8,100,28,Shandong
8,101,22,Shandong
8,102,21,Shandong
8,103,10,Shandong
8,104,12,Shandong
8,105,14,Shandong
8,106,9,Shandong
8,107,5,Shandong
8,108,4,Shandong
8,109,2,Shandong
8,110,1,Shandong
8,111,2,Shandong
8,112,NA,Shandong
8,113,NA,Shandong
8,114,NA,Shandong
8,115,NA,Shandong
8,116,NA,Shandong
8,117,NA,Shandong
8,118,NA,Shandong
8,119,NA,Shandong
8,120,NA,Shandong
8,121,NA,Shandong
8,122,NA,Shandong
8,123,NA,Shandong
9,0,NA,Jiangsu
9,1,NA,Jiangsu
9,2,NA,Jiangsu
9,3,NA,Jiangsu
9,4,NA,Jiangsu
9,5,NA,Jiangsu
9,6,NA,Jiangsu
9,7,NA,Jiangsu
9,8,NA,Jiangsu
9,9,NA,Jiangsu
9,10,NA,Jiangsu
9,11,NA,Jiangsu
9,12,NA,Jiangsu
9,13,NA,Jiangsu
9,14,NA,Jiangsu
9,15,NA,Jiangsu
9,16,NA,Jiangsu
9,17,NA,Jiangsu
9,18,NA,Jiangsu
9,19,NA,Jiangsu
9,20,NA,Jiangsu
9,21,NA,Jiangsu
9,22,NA,Jiangsu
9,23,NA,Jiangsu
9,24,NA,Jiangsu
9,25,NA,Jiangsu
9,26,NA,Jiangsu
9,27,NA,Jiangsu
9,28,NA,Jiangsu
9,29,NA,Jiangsu
9,30,NA,Jiangsu
9,31,NA,Jiangsu
9,32,NA,Jiangsu
9,33,NA,Jiangsu
9,34,NA,Jiangsu
9,35,NA,Jiangsu
9,36,NA,Jiangsu
9,37,NA,Jiangsu
9,38,NA,Jiangsu
9,39,NA,Jiangsu
9,40,NA,Jiangsu
9,41,NA,Jiangsu
9,42,NA,Jiangsu
9,43,NA,Jiangsu
9,44,NA,Jiangsu
9,45,NA,Jiangsu
9,46,NA,Jiangsu
9,47,NA,Jiangsu
9,48,NA,Jiangsu
9,49,NA,Jiangsu
9,50,NA,Jiangsu
9,51,NA,Jiangsu
9,52,NA,Jiangsu
9,53,NA,Jiangsu
9,54,NA,Jiangsu
9,55,NA,Jiangsu
9,56,NA,Jiangsu
9,57,NA,Jiangsu
9,58,NA,Jiangsu
9,59,NA,Jiangsu
9,60,NA,Jiangsu
9,61,NA,Jiangsu
9,62,NA,Jiangsu
9,63,NA,Jiangsu
9,64,NA,Jiangsu
9,65,NA,Jiangsu
9,66,NA,Jiangsu
9,67,NA,Jiangsu
9,68,NA,Jiangsu
9,69,NA,Jiangsu
9,70,NA,Jiangsu
9,71,NA,Jiangsu
9,72,NA,Jiangsu
9,73,NA,Jiangsu
9,74,NA,Jiangsu
9,75,NA,Jiangsu
9,76,NA,Jiangsu
9,77,NA,Jiangsu
9,78,NA,Jiangsu
9,79,NA,Jiangsu
9,80,NA,Jiangsu
9,81,NA,Jiangsu
9,82,NA,Jiangsu
9,83,4,Jiangsu
9,84,4,Jiangsu
9,85,9,Jiangsu
9,86,15,Jiangsu
9,87,14,Jiangsu
9,88,23,Jiangsu
9,89,29,Jiangsu
9,90,30,Jiangsu
9,91,39,Jiangsu
9,92,34,Jiangsu
9,93,34,Jiangsu
9,94,35,Jiangsu
9,95,37,Jiangsu
9,96,33,Jiangsu
9,97,32,Jiangsu
9,98,35,Jiangsu
9,99,31,Jiangsu
9,100,29,Jiangsu
9,101,24,Jiangsu
9,102,23,Jiangsu
9,103,28,Jiangsu
9,104,27,Jiangsu
9,105,23,Jiangsu
9,106,11,Jiangsu
9,107,13,Jiangsu
9,108,9,Jiangsu
9,109,3,Jiangsu
9,110,2,Jiangsu
9,111,0,Jiangsu
9,112,0,Jiangsu
9,113,0,Jiangsu
9,114,0,Jiangsu
9,115,0,Jiangsu
9,116,0,Jiangsu
9,117,0,Jiangsu
9,118,0,Jiangsu
9,119,0,Jiangsu
9,120,0,Jiangsu
9,121,0,Jiangsu
9,122,0,Jiangsu
9,123,0,Jiangsu
10,0,NA,Chongqing
10,1,NA,Chongqing
10,2,NA,Chongqing
10,3,NA,Chongqing
10,4,NA,Chongqing
10,5,NA,Chongqing
10,6,NA,Chongqing
10,7,NA,Chongqing
10,8,NA,Chongqing
10,9,NA,Chongqing
10,10,NA,Chongqing
10,11,NA,Chongqing
10,12,NA,Chongqing
