"province","date","n"
3,115,3
3,116,2
3,117,0
3,118,0
3,119,1
3,120,1
3,121,0
3,122,1
3,123,0
4,0,NA
4,1,NA
4,2,NA
4,3,NA
4,4,NA
4,5,NA
4,6,NA
4,7,NA
4,8,NA
4,9,NA
4,10,NA
4,11,NA
4,12,NA
4,13,NA
4,14,NA
4,15,NA
4,16,NA
4,17,NA
4,18,NA
4,19,NA
4,20,NA
4,21,NA
4,22,NA
4,23,NA
4,24,NA
4,25,NA
4,26,NA
4,27,NA
4,28,NA
4,29,NA
4,30,NA
4,31,NA
4,32,NA
4,33,NA
4,34,NA
4,35,NA
4,36,NA
4,37,NA
4,38,NA
4,39,NA
4,40,NA
4,41,NA
4,42,NA
4,43,NA
4,44,NA
4,45,NA
4,46,NA
4,47,NA
4,48,NA
4,49,NA
4,50,NA
4,51,NA
4,52,NA
4,53,NA
4,54,NA
4,55,NA
4,56,NA
4,57,NA
4,58,NA
4,59,NA
4,60,NA
4,61,NA
4,62,NA
4,63,NA
4,64,NA
4,65,NA
4,66,NA
4,67,NA
4,68,NA
4,69,NA
4,70,NA
4,71,NA
4,72,NA
4,73,NA
4,74,NA
4,75,NA
4,76,NA
4,77,NA
4,78,NA
4,79,NA
4,80,NA
4,81,NA
4,82,NA
4,83,5
4,84,15
4,85,19
4,86,26
4,87,31
4,88,43
4,89,78
4,90,56
4,91,55
4,92,57
4,93,74
4,94,58
4,95,72
4,96,68
4,97,50
4,98,61
4,99,31
4,100,35
4,101,41
4,102,33
4,103,34
4,104,22
4,105,20
4,106,13
4,107,3
4,108,2
4,109,1
4,110,1
4,111,2
4,112,1
4,113,2
4,114,3
4,115,0
4,116,0
4,117,0
4,118,1
4,119,0
4,120,1
4,121,0
4,122,0
4,123,0
5,0,NA
5,1,NA
5,2,NA
5,3,NA
5,4,NA
5,5,NA
5,6,NA
5,7,NA
5,8,NA
5,9,NA
5,10,NA
5,11,NA
5,12,NA
5,13,NA
5,14,NA
5,15,NA
5,16,NA
5,17,NA
5,18,NA
5,19,NA
5,20,NA
5,21,NA
5,22,NA
5,23,NA
5,24,NA
5,25,NA
5,26,NA
5,27,NA
5,28,NA
5,29,NA
5,30,NA
5,31,NA
5,32,NA
5,33,NA
5,34,NA
5,35,NA
5,36,NA
5,37,NA
5,38,NA
5,39,NA
5,40,NA
5,41,NA
5,42,NA
5,43,NA
5,44,NA
5,45,NA
5,46,NA
5,47,NA
5,48,NA
5,49,NA
5,50,NA
5,51,NA
5,52,NA
5,53,NA
5,54,NA
5,55,NA
5,56,NA
5,57,NA
5,58,NA
5,59,NA
5,60,NA
5,61,NA
5,62,NA
5,63,NA
5,64,NA
5,65,NA
5,66,NA
5,67,NA
5,68,NA
5,69,NA
5,70,NA
5,71,NA
5,72,NA
5,73,NA
5,74,NA
5,75,NA
5,76,NA
5,77,NA
5,78,NA
5,79,NA
5,80,NA
5,81,NA
5,82,NA
5,83,8
5,84,6
5,85,24
5,86,21
5,87,10
5,88,36
5,89,46
5,90,48
5,91,37
5,92,60
5,93,43
5,94,68
5,95,72
5,96,50
5,97,61
5,98,74
5,99,68
5,100,46
5,101,51
5,102,30
5,103,29
5,104,21
5,105,24
5,106,16
5,107,12
5,108,11
5,109,9
5,110,4
5,111,1
5,112,1
5,113,1
5,114,0
5,115,0
5,116,0
5,117,0
5,118,0
5,119,1
5,120,0
5,121,0
5,122,0
5,123,0
6,0,NA
6,1,NA
6,2,NA
6,3,NA
6,4,NA
6,5,NA
6,6,NA
6,7,NA
6,8,NA
6,9,NA
6,10,NA
6,11,NA
6,12,NA
6,13,NA
6,14,NA
6,15,NA
6,16,NA
6,17,NA
6,18,NA
6,19,NA
6,20,NA
6,21,NA
6,22,NA
6,23,NA
6,24,NA
6,25,NA
6,26,NA
6,27,NA
6,28,NA
6,29,NA
6,30,NA
6,31,NA
6,32,NA
6,33,NA
6,34,NA
6,35,NA
6,36,NA
6,37,NA
6,38,NA
6,39,NA
6,40,NA
6,41,NA
6,42,NA
6,43,NA
6,44,NA
6,45,NA
6,46,NA
6,47,NA
6,48,NA
6,49,NA
6,50,NA
6,51,NA
6,52,NA
6,53,NA
6,54,NA
6,55,NA
6,56,NA
6,57,NA
6,58,NA
6,59,NA
6,60,NA
6,61,NA
6,62,NA
6,63,NA
6,64,NA
6,65,NA
6,66,NA
6,67,NA
6,68,NA
6,69,NA
6,70,NA
6,71,NA
6,72,NA
6,73,NA
6,74,NA
6,75,NA
6,76,NA
6,77,NA
6,78,NA
6,79,NA
6,80,NA
6,81,NA
6,82,NA
6,83,5
6,84,11
6,85,0
6,86,18
6,87,36
6,88,37
6,89,0
6,90,53
6,91,78
6,92,46
6,93,47
6,94,58
6,95,85
6,96,72
6,97,52
6,98,61
6,99,37
6,100,42
6,101,31
6,102,33
6,103,40
6,104,28
6,105,28
6,106,13
6,107,12
6,108,5
6,109,3
6,110,1
6,111,0
6,112,0
6,113,0
6,114,0
6,115,0
6,116,0
6,117,0
6,118,0
6,119,1
6,120,0
6,121,0
6,122,0
6,123,0
7,0,NA
7,1,NA
7,2,NA
7,3,NA
7,4,NA
7,5,NA
7,6,NA
7,7,NA
7,8,NA
7,9,NA
7,10,NA
7,11,NA
7,12,NA
7,13,NA
7,14,NA
7,15,NA
7,16,NA
7,17,NA
7,18,NA
7,19,NA
7,20,NA
7,21,NA
7,22,NA
7,23,NA
7,24,NA
7,25,NA
7,26,NA
7,27,NA
7,28,NA
7,29,NA
7,30,NA
7,31,NA
7,32,NA
7,33,NA
7,34,NA
7,35,NA
7,36,NA
7,37,NA
7,38,NA
7,39,NA
7,40,NA
7,41,NA
7,42,NA
7,43,NA
7,44,NA
7,45,NA
7,46,NA
7,47,NA
7,48,NA
7,49,NA
7,50,NA
7,51,NA
7,52,NA
7,53,NA
7,54,NA
7,55,NA
7,56,NA
7,57,NA
7,58,NA
7,59,NA
7,60,NA
7,61,NA
7,62,NA
7,63,NA
7,64,NA
7,65,NA
7,66,NA
7,67,NA
7,68,NA
7,69,NA
7,70,NA
7,71,NA
7,72,NA
7,73,NA
7,74,NA
7,75,NA
7,76,NA
7,77,NA
7,78,NA
7,79,NA
7,80,NA
7,81,NA
7,82,NA
7,83,17
7,84,16
7,85,19
7,86,42
7,87,24
7,88,45
7,89,123
7,90,132
7,91,110
7,92,61
7,93,62
7,94,63
7,95,105
7,96,66
7,97,59
7,98,52
7,99,42
7,100,27
7,101,17
7,102,25
7,103,14
7,104,14
7,105,10
7,106,7
7,107,5
7,108,4
7,109,1
7,110,2
7,111,1
7,112,28
7,113,2
7,114,0
7,115,0
7,116,0
7,117,0
7,118,0
7,119,0
7,120,0
7,121,0
7,122,1
7,123,7
8,0,NA
8,1,NA
8,2,NA
8,3,NA
8,4,NA
8,5,NA
8,6,NA
8,7,NA
8,8,NA
8,9,NA
8,10,NA
8,11,NA
8,12,NA
8,13,NA
8,14,NA
8,15,NA
8,16,NA
8,17,NA
8,18,NA
8,19,NA
8,20,NA
8,21,NA
8,22,NA
8,23,NA
8,24,NA
8,25,NA
8,26,NA
8,27,NA
8,28,NA
8,29,NA
8,30,NA
8,31,NA
8,32,NA
8,33,NA
8,34,NA
8,35,NA
8,36,NA
8,37,NA
8,38,NA
8,39,NA
8,40,NA
8,41,NA
8,42,NA
8,43,NA
8,44,NA
8,45,NA
8,46,NA
8,47,NA
8,48,NA
8,49,NA
8,50,NA
8,51,NA
8,52,NA
8,53,NA
8,54,NA
8,55,NA
8,56,NA
8,57,NA
8,58,NA
8,59,NA
8,60,NA
8,61,NA
8,62,NA
8,63,NA
8,64,NA
8,65,NA
8,66,NA
8,67,NA
8,68,NA
8,69,NA
8,70,NA
8,71,NA
8,72,NA
8,73,NA
8,74,NA
8,75,NA
8,76,NA
8,77,NA
8,78,NA
8,79,NA
8,80,NA
8,81,NA
8,82,NA
